Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
66,3.0,0.0,0.0,846.0,6.0,307.0,5102.0,0.1,209.22000000000003,0.0,0.0,925.6831533908844,,,,,,,,,,,,,,,,,,,,,44.87970770945629,25.859857147597065,76.10453661535499,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,1065.0,7.0,219.0,5321.0,0.1,150.31599999999995,0.0,0.0,945.2335767745972,,,,,,,,,,,,,,,,,,,,,44.401950415344835,22.30832122317041,71.07687229224652,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,1099.0,8.0,34.0,5355.0,0.1,14.506999999999993,0.0,0.0,948.5705647468567,,,,,,,,,,,,,,,,,,,,,3.8107862375524255,4.5292040116554135,13.479576246538285,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,1237.0,9.0,138.0,5493.0,0.1,100.50799999999995,0.0,0.0,961.0544266700745,,,,,,,,,,,,,,,,,,,,,28.70746596731143,20.686476187594415,62.12804506184082,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,1345.0,10.0,108.0,5601.0,0.1,44.709000000000046,0.0,0.0,970.8536405563354,,,,,,,,,,,,,,,,,,,,,12.567090771266082,8.007059261368333,31.76873989086075,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,1577.0,11.0,232.0,5833.0,0.1,114.50499999999981,0.0,0.0,991.2437369823456,,,,,,,,,,,,,,,,,,,,,27.78971421953367,13.576586203399913,51.04873279326783,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,1789.0,12.0,212.0,6045.0,0.1,135.30800000000002,0.0,0.0,1010.204968214035,,,,,,,,,,,,,,,,,,,,,37.31139427377403,18.089210145785323,57.34909105152432,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,1899.0,13.0,110.0,6155.0,0.1,63.70800000000001,0.0,0.0,1020.1734502315521,,,,,,,,,,,,,,,,,,,,,20.047599568703266,15.774257946703697,42.501418706689506,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,2397.0,14.0,498.0,6653.0,0.1,322.8080000000004,0.0,0.0,1063.6950752735138,,,,,,,,,,,,,,,,,,,,,51.15716081264457,19.278463829015486,70.0405199424916,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,2852.0,15.0,455.0,7108.0,0.1,298.41199999999975,0.0,0.0,1103.3821668624878,,,,,,,,,,,,,,,,,,,,,53.122034221029764,20.308368531591825,77.9042346183025,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,3475.0,16.0,623.0,7731.0,0.1,428.4069999999999,0.0,0.0,1157.8785030841827,,,,,,,,,,,,,,,,,,,,,60.49705600987116,21.589812660389438,82.34321697669759,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,3942.0,17.0,467.0,8198.0,0.1,285.01700000000017,0.0,0.0,1198.5417153835297,,,,,,,,,,,,,,,,,,,,,47.8952581832059,20.67046445585535,74.89104952415707,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,4172.0,18.0,230.0,8428.0,0.1,120.00999999999976,0.0,0.0,1218.8718843460083,,,,,,,,,,,,,,,,,,,,,28.160194953774347,15.785807481718171,56.363178865747315,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,4414.0,19.0,242.0,8670.0,0.1,136.2079999999998,0.0,0.0,1240.2196996212006,,,,,,,,,,,,,,,,,,,,,31.24829032711087,17.399332209469563,61.81730171246976,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,4562.0,20.0,148.0,8818.0,0.1,113.40799999999999,0.0,0.0,1253.609611272812,,,,,,,,,,,,,,,,,,,,,33.25295677895487,21.323190179507083,65.49701455682761,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,172.0,1.0,172.0,8990.0,0.1,104.61099999999993,0.0,0.0,1720.6529202461243,,,,,,,,,,,,,,,,,,,,,28.005411576779426,18.59373139691399,57.58768706044214,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,377.0,2.0,205.0,9195.0,0.1,131.30999999999992,0.0,0.0,1738.6949830055237,,,,,,,,,,,,,,,,,,,,,33.83733510642675,20.13576095387245,63.20116624000112,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,820.0,3.0,443.0,9638.0,0.1,343.80699999999996,0.0,0.0,1776.9461603164673,,,,,,,,,,,,,,,,,,,,,58.628566345900076,22.687179350171093,85.78966542971358,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,981.0,4.0,161.0,9799.0,0.1,109.406,0.0,0.0,1791.0587084293365,,,,,,,,,,,,,,,,,,,,,34.04932287049587,17.687781116724643,55.69491906795385,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,1212.0,5.0,231.0,10030.0,0.1,184.809,0.0,0.0,1811.5875804424286,,,,,,,,,,,,,,,,,,,,,45.589193236636156,25.11185632341783,81.1120942999391,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,1791.0,6.0,579.0,10609.0,0.1,432.40700000000015,0.0,0.0,1861.3250403404236,,,,,,,,,,,,,,,,,,,,,60.353213597487986,22.742495631158192,84.6463557499685,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,2729.0,7.0,938.0,11547.0,0.1,719.3000000000014,0.0,0.0,1941.6211745738983,,,,,,,,,,,,,,,,,,,,,68.18149787331244,17.005724482674633,89.45806440440167,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,2986.0,8.0,257.0,11804.0,0.1,165.5099999999999,0.0,0.0,1963.9479117393494,,,,,,,,,,,,,,,,,,,,,40.0537384761368,22.706806726522505,64.09493150981602,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,3184.0,9.0,198.0,12002.0,0.1,142.411,0.0,0.0,1981.514919757843,,,,,,,,,,,,,,,,,,,,,38.318107142319874,21.881525697749524,67.89220269177278,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,3485.0,10.0,301.0,12303.0,0.1,220.1059999999999,0.0,0.0,2007.5984604358673,,,,,,,,,,,,,,,,,,,,,48.81657145448344,20.658107316806856,75.41971818236418,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,3719.0,11.0,234.0,12537.0,0.1,195.60599999999997,0.0,0.0,2027.9456176757812,,,,,,,,,,,,,,,,,,,,,49.54096780515468,25.68243738110828,81.29796483617775,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,3949.0,12.0,230.0,12767.0,0.1,190.807,0.0,0.0,2047.928543806076,,,,,,,,,,,,,,,,,,,,,48.4673085207483,26.72178915866166,80.94295521097719,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,4506.0,13.0,557.0,13324.0,0.1,420.3050000000002,0.0,0.0,2095.9284179210663,,,,,,,,,,,,,,,,,,,,,62.287401177123805,21.568150227558306,83.51585791688429,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,4567.0,14.0,61.0,13385.0,0.1,35.205999999999996,0.0,0.0,2101.832143306732,,,,,,,,,,,,,,,,,,,,,11.785251691056784,9.11219926476505,28.585854982609277,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,4644.0,15.0,77.0,13462.0,0.1,50.107,0.0,0.0,2108.8794140815735,,,,,,,,,,,,,,,,,,,,,16.566248444538946,13.069961391797792,38.10936506244769,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,5023.0,16.0,379.0,13841.0,0.1,301.61000000000035,0.0,0.0,2141.645749807358,,,,,,,,,,,,,,,,,,,,,59.53889178533997,28.862172973182275,90.5006086444839,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,5337.0,17.0,314.0,14155.0,0.1,247.408,0.0,0.0,2168.776872396469,,,,,,,,,,,,,,,,,,,,,53.098899694927795,23.037599338681545,82.31553408624274,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,5840.0,18.0,503.0,14658.0,0.1,366.6070000000001,0.0,0.0,2212.142764568329,,,,,,,,,,,,,,,,,,,,,58.07385708925933,19.748358303841023,78.33570240234776,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,6219.0,19.0,379.0,15037.0,0.1,249.31499999999966,0.0,0.0,2245.139702320099,,,,,,,,,,,,,,,,,,,,,45.1174062843531,23.132716211764308,79.91024403867112,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,6519.0,20.0,300.0,15337.0,0.1,205.00799999999987,0.0,0.0,2271.2501034736633,,,,,,,,,,,,,,,,,,,,,45.90236718131409,20.977222595935704,68.66737930421145,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,437.0,1.0,437.0,15774.0,0.1,312.40599999999995,0.0,0.0,2914.0458464622498,,,,,,,,,,,,,,,,,,,,,52.45894485309018,23.795371251745053,85.06149883044743,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,1337.0,2.0,900.0,16674.0,0.1,762.3000000000001,0.0,0.0,2991.2647802829742,,,,,,,,,,,,,,,,,,,,,75.8301983439644,18.656303446192588,96.25189524094459,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,1454.0,3.0,117.0,16791.0,0.1,84.70499999999996,0.0,0.0,3001.660293340683,,,,,,,,,,,,,,,,,,,,,26.698394424079428,17.925900534047607,54.55349303522811,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,2352.0,4.0,898.0,17689.0,0.1,797.0,0.0,0.0,3078.5917115211487,,,,,,,,,,,,,,,,,,,,,79.17149221726034,18.815396183539974,95.9626511023749,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,2678.0,5.0,326.0,18015.0,0.1,295.206,0.0,0.0,3106.974226951599,,,,,,,,,,,,,,,,,,,,,62.45727381986383,27.784019185024867,93.45504269691213,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,2798.0,6.0,120.0,18135.0,0.1,87.70499999999998,0.0,0.0,3117.649791955948,,,,,,,,,,,,,,,,,,,,,29.905871511043763,17.122937874787787,52.870068550910574,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,3706.0,7.0,908.0,19043.0,0.1,770.0,0.0,0.0,3195.3533849716187,,,,,,,,,,,,,,,,,,,,,75.96393281564943,19.731468016836757,94.11088467578247,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,3757.0,8.0,51.0,19094.0,0.1,33.806,0.0,0.0,3200.073605775833,,,,,,,,,,,,,,,,,,,,,11.062257238941804,9.983940724660936,28.736097141250546,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,3905.0,9.0,148.0,19242.0,0.1,92.50599999999997,0.0,0.0,3213.1242985725403,,,,,,,,,,,,,,,,,,,,,27.618777590867886,15.44658535886627,52.678511545266296,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,4189.0,10.0,284.0,19526.0,0.1,229.207,0.0,0.0,3238.014250278473,,,,,,,,,,,,,,,,,,,,,54.4689290241973,25.063213874444568,82.18786052414224,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,4556.0,11.0,367.0,19893.0,0.1,313.90800000000013,0.0,0.0,3269.646664381027,,,,,,,,,,,,,,,,,,,,,61.58220339333099,27.97215945571677,92.49788273719584,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,4777.0,12.0,221.0,20114.0,0.1,183.106,0.0,0.0,3288.9965138435364,,,,,,,,,,,,,,,,,,,,,47.162352964337146,24.717141018838856,80.47872660832026,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,4942.0,13.0,165.0,20279.0,0.1,116.10699999999994,0.0,0.0,3303.4813978672028,,,,,,,,,,,,,,,,,,,,,31.95504760077184,21.633112365942644,64.66806597156051,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,5874.0,14.0,932.0,21211.0,0.1,797.0,0.0,0.0,3383.5608744621277,,,,,,,,,,,,,,,,,,,,,76.93167579992142,16.823843118948414,92.27924738607722,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,6336.0,15.0,462.0,21673.0,0.1,388.60699999999997,0.0,0.0,3423.2983224391937,,,,,,,,,,,,,,,,,,,,,67.5826682131879,23.684245293332367,90.01577855217516,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
