Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
80,3.0,0.0,0.0,1582.0,20.0,44.0,5461.0,0.1,31.505000000000013,0.0,0.0,882.2869429588318,,,,,,,,,,,,,,,,,,,,,12.315858712086902,10.622925278500377,31.025121434415574,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,201.0,1.0,201.0,5662.0,0.1,132.00600000000003,0.0,0.0,1049.188841342926,,,,,,,,,,,,,,,,,,,,,60.477403820098644,34.895507731639306,120.09010194595022,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,264.0,2.0,63.0,5725.0,0.1,36.907000000000004,0.0,0.0,1054.9534034729004,,,,,,,,,,,,,,,,,,,,,12.031291746172146,12.112774871566245,36.22143526909408,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,476.0,3.0,212.0,5937.0,0.1,135.50599999999994,0.0,0.0,1073.4230892658234,,,,,,,,,,,,,,,,,,,,,58.16066454894478,35.36826243636681,123.4226610149927,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,616.0,4.0,140.0,6077.0,0.1,68.00800000000004,0.0,0.0,1085.7917625904083,,,,,,,,,,,,,,,,,,,,,21.564646454706388,18.66978540644306,65.11912262246345,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,710.0,5.0,94.0,6171.0,0.1,58.504999999999995,0.0,0.0,1094.2940764427185,,,,,,,,,,,,,,,,,,,,,25.233665575216587,17.21051652829442,56.24547013072097,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,769.0,6.0,59.0,6230.0,0.1,44.605999999999995,0.0,0.0,1099.9832828044891,,,,,,,,,,,,,,,,,,,,,17.809911059106692,14.720864335382222,43.64245651809238,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,809.0,7.0,40.0,6270.0,0.1,22.30600000000002,0.0,0.0,1103.8352921009064,,,,,,,,,,,,,,,,,,,,,7.588615046047517,7.528287687140598,22.04652640444058,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,980.0,8.0,171.0,6441.0,0.1,90.70599999999979,0.0,0.0,1118.7747957706451,,,,,,,,,,,,,,,,,,,,,33.1944600770558,23.501138738347063,85.20006225126373,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1014.0,9.0,34.0,6475.0,0.1,14.005999999999993,0.0,0.0,1122.1216893196106,,,,,,,,,,,,,,,,,,,,,3.966315035440467,4.552293353756897,13.898929248362503,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1111.0,10.0,97.0,6572.0,0.1,42.21700000000004,0.0,0.0,1131.0237696170807,,,,,,,,,,,,,,,,,,,,,15.195706246343436,10.663637414837964,40.82462491931843,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1182.0,11.0,71.0,6643.0,0.1,49.50599999999999,0.0,0.0,1137.5285425186157,,,,,,,,,,,,,,,,,,,,,21.368130552987807,15.438214604478194,48.08498461498319,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1210.0,12.0,28.0,6671.0,0.1,11.706999999999994,0.0,0.0,1140.3176827430725,,,,,,,,,,,,,,,,,,,,,3.262708599573306,3.981886173980052,11.638910340983577,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1321.0,13.0,111.0,6782.0,0.1,51.80500000000005,0.0,0.0,1150.205749988556,,,,,,,,,,,,,,,,,,,,,18.660873837888182,13.41450790947381,49.83325969011495,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1404.0,14.0,83.0,6865.0,0.1,55.407,0.0,0.0,1157.717794418335,,,,,,,,,,,,,,,,,,,,,20.672009587636314,17.264723706758833,53.79876693933794,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1442.0,15.0,38.0,6903.0,0.1,22.805000000000017,0.0,0.0,1161.5979294776917,,,,,,,,,,,,,,,,,,,,,7.852176016784525,7.81027682143425,22.551698155975988,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1640.0,16.0,198.0,7101.0,0.1,118.80599999999981,0.0,0.0,1178.7793834209442,,,,,,,,,,,,,,,,,,,,,45.24945210661501,33.02312353224727,110.0666316796179,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1679.0,17.0,39.0,7140.0,0.1,14.70899999999999,0.0,0.0,1182.470888376236,,,,,,,,,,,,,,,,,,,,,3.7504486381115236,4.69092864897637,14.591901714641224,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1799.0,18.0,120.0,7260.0,0.1,79.60499999999999,0.0,0.0,1193.1183280944824,,,,,,,,,,,,,,,,,,,,,40.41724849029956,24.34299837670931,74.90466460571089,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1880.0,19.0,81.0,7341.0,0.1,54.105999999999995,0.0,0.0,1200.397586107254,,,,,,,,,,,,,,,,,,,,,22.999125735886047,16.42369159592235,52.347713895470264,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1912.0,20.0,32.0,7373.0,0.1,18.105000000000015,0.0,0.0,1203.8207988739014,,,,,,,,,,,,,,,,,,,,,6.127199388268222,6.239224081678623,17.9448012773288,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,224.0,1.0,224.0,7597.0,0.1,172.40499999999994,0.0,0.0,1516.995183467865,,,,,,,,,,,,,,,,,,,,,72.68731849085184,48.429561209340775,156.43575573376114,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,387.0,2.0,163.0,7760.0,0.1,107.00799999999998,0.0,0.0,1531.4539058208466,,,,,,,,,,,,,,,,,,,,,42.0318818322526,30.01434463931513,100.35741773940394,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,595.0,3.0,208.0,7968.0,0.1,103.70599999999985,0.0,0.0,1549.7823197841644,,,,,,,,,,,,,,,,,,,,,44.83551212321007,27.158922781601312,94.56925742396285,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,722.0,4.0,127.0,8095.0,0.1,96.406,0.0,0.0,1561.078519821167,,,,,,,,,,,,,,,,,,,,,41.33968841966615,27.05607216162139,91.33844512250234,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,876.0,5.0,154.0,8249.0,0.1,103.606,0.0,0.0,1574.7114670276642,,,,,,,,,,,,,,,,,,,,,45.49481012200752,28.800066529220544,96.79328902597379,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,930.0,6.0,54.0,8303.0,0.1,37.904999999999994,0.0,0.0,1580.0057363510132,,,,,,,,,,,,,,,,,,,,,15.511644023594284,12.051557202787116,37.14161731574008,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1239.0,7.0,309.0,8612.0,0.1,168.71899999999985,0.0,0.0,1607.0632123947144,,,,,,,,,,,,,,,,,,,,,61.82275552171979,46.62997756801035,149.91544952739406,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1524.0,8.0,285.0,8897.0,0.1,174.7149999999999,0.0,0.0,1631.9669003486633,,,,,,,,,,,,,,,,,,,,,76.12266935183054,42.57469831000553,153.32653898616178,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1615.0,9.0,91.0,8988.0,0.1,45.50600000000003,0.0,0.0,1640.151587486267,,,,,,,,,,,,,,,,,,,,,17.785106155621396,12.6744983132154,43.97546228895408,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1670.0,10.0,55.0,9043.0,0.1,28.010000000000026,0.0,0.0,1645.58323264122,,,,,,,,,,,,,,,,,,,,,8.888536428391877,9.080920799748748,27.576255431045112,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,2071.0,11.0,401.0,9444.0,0.1,312.40600000000006,0.0,0.0,1680.1547985076904,,,,,,,,,,,,,,,,,,,,,136.05773596131698,78.25241032938946,258.36331614849274,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,2099.0,12.0,28.0,9472.0,0.1,11.706999999999994,0.0,0.0,1683.0063395500183,,,,,,,,,,,,,,,,,,,,,3.262708599573306,3.981886173980052,11.638910340983577,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,2240.0,13.0,141.0,9613.0,0.1,90.10699999999997,0.0,0.0,1695.360680103302,,,,,,,,,,,,,,,,,,,,,34.52361747243437,25.46235531207414,85.40990433515273,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,2891.0,14.0,651.0,10264.0,0.1,492.20600000000013,0.0,0.0,1751.1358423233032,,,,,,,,,,,,,,,,,,,,,194.7507773112654,106.1957143807642,366.15518819156125,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,2934.0,15.0,43.0,10307.0,0.1,23.80600000000002,0.0,0.0,1755.3612005710602,,,,,,,,,,,,,,,,,,,,,7.802821045080396,7.9115246540121476,23.517490157887156,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,3473.0,16.0,539.0,10846.0,0.1,356.50600000000003,0.0,0.0,1801.502387046814,,,,,,,,,,,,,,,,,,,,,143.10672384990698,80.03824560905737,279.93105802990203,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,3608.0,17.0,135.0,10981.0,0.1,88.80699999999996,0.0,0.0,1813.3938479423523,,,,,,,,,,,,,,,,,,,,,39.35208881990195,27.08666472540053,83.66170776313179,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,3701.0,18.0,93.0,11074.0,0.1,64.20900000000003,0.0,0.0,1821.7297627925873,,,,,,,,,,,,,,,,,,,,,27.42065838534018,20.358153464935775,61.78238175128417,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,3812.0,19.0,111.0,11185.0,0.1,58.60900000000001,0.0,0.0,1831.8087973594666,,,,,,,,,,,,,,,,,,,,,22.101561847902605,16.34207716292221,56.26820678023651,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,3850.0,20.0,38.0,11223.0,0.1,23.506000000000014,0.0,0.0,1835.500317811966,,,,,,,,,,,,,,,,,,,,,8.31840056789208,8.032212948740202,23.23635024255497,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,78.0,1.0,78.0,11301.0,0.1,49.807,0.0,0.0,2214.861636400223,,,,,,,,,,,,,,,,,,,,,18.850214435935754,14.982392578611226,48.433501844183546,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,173.0,2.0,95.0,11396.0,0.1,69.90799999999996,0.0,0.0,2223.5736525058746,,,,,,,,,,,,,,,,,,,,,26.406376741198887,22.655788916310453,67.53439546612289,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,409.0,3.0,236.0,11632.0,0.1,156.40699999999995,0.0,0.0,2244.089339733124,,,,,,,,,,,,,,,,,,,,,70.64700787381396,40.963450743657596,140.01419451661872,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,495.0,4.0,86.0,11718.0,0.1,50.507999999999996,0.0,0.0,2251.836345911026,,,,,,,,,,,,,,,,,,,,,21.83943232698496,16.317470152495474,48.727214521708206,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,1141.0,5.0,646.0,12364.0,0.1,359.30599999999976,0.0,0.0,2307.2817707061768,,,,,,,,,,,,,,,,,,,,,147.80577572180923,71.90930399867281,264.3519083484996,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,1254.0,6.0,113.0,12477.0,0.1,59.410000000000025,0.0,0.0,2317.5808012485504,,,,,,,,,,,,,,,,,,,,,23.680448070814183,16.058933879426018,56.84774801628257,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,1420.0,7.0,166.0,12643.0,0.1,104.90699999999998,0.0,0.0,2332.425838470459,,,,,,,,,,,,,,,,,,,,,42.18175235074734,28.220148174535723,98.10093287459226,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1491.0,8.0,71.0,12714.0,0.1,40.80600000000001,0.0,0.0,2338.954491376877,,,,,,,,,,,,,,,,,,,,,15.371366203435644,11.833646589215713,39.7941815685115,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,2012.0,9.0,521.0,13235.0,0.1,295.70799999999986,0.0,0.0,2383.7969224452972,,,,,,,,,,,,,,,,,,,,,121.59769042536834,68.1334411476599,232.82101249235544,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,2193.0,10.0,181.0,13416.0,0.1,80.20699999999994,0.0,0.0,2399.5761823654175,,,,,,,,,,,,,,,,,,,,,35.51294943720263,21.919071723747997,73.92693609712451,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,2558.0,11.0,365.0,13781.0,0.1,230.51799999999986,0.0,0.0,2431.3094787597656,,,,,,,,,,,,,,,,,,,,,98.14184999629646,59.90288269457874,195.08620206928833,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,2781.0,12.0,223.0,14004.0,0.1,140.60799999999986,0.0,0.0,2450.568928003311,,,,,,,,,,,,,,,,,,,,,56.052087068798656,36.619731604097936,128.36498619105387,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,2925.0,13.0,144.0,14148.0,0.1,80.10799999999995,0.0,0.0,2463.2647235393524,,,,,,,,,,,,,,,,,,,,,33.43156424935786,23.213190143430683,75.44466864070523,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,3218.0,14.0,293.0,14441.0,0.1,168.20899999999966,0.0,0.0,2488.606372833252,,,,,,,,,,,,,,,,,,,,,67.72154905299429,38.03901146102046,148.6637649936951,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,3461.0,15.0,243.0,14684.0,0.1,163.60599999999997,0.0,0.0,2509.909743785858,,,,,,,,,,,,,,,,,,,,,67.35378950293973,45.19517492841234,147.53394951586802,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,3671.0,16.0,210.0,14894.0,0.1,141.40499999999997,0.0,0.0,2528.195014476776,,,,,,,,,,,,,,,,,,,,,65.7557373815835,37.523363779918235,127.85187104007667,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,3812.0,17.0,141.0,15035.0,0.1,79.90699999999998,0.0,0.0,2540.6735665798187,,,,,,,,,,,,,,,,,,,,,29.05151633473287,21.841992395134316,75.96258540502733,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,4627.0,18.0,815.0,15850.0,0.1,479.4000000000015,0.0,0.0,2610.3124866485596,,,,,,,,,,,,,,,,,,,,,182.44405301735662,87.53853428737763,331.3705064332144,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,4900.0,19.0,273.0,16123.0,0.1,163.50699999999992,0.0,0.0,2634.0756437778473,,,,,,,,,,,,,,,,,,,,,69.33585078681583,43.378185572296125,144.86790367464494,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,5370.0,20.0,470.0,16593.0,0.1,265.4119999999999,0.0,0.0,2674.442631483078,,,,,,,,,,,,,,,,,,,,,121.14203327901693,65.02936089677806,208.8928211082575,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,192.0,1.0,192.0,16785.0,0.1,138.80499999999998,0.0,0.0,3157.766833305359,,,,,,,,,,,,,,,,,,,,,56.88867884965026,38.406370475279395,128.13852256747955,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,355.0,2.0,163.0,16948.0,0.1,113.406,0.0,0.0,3172.082027196884,,,,,,,,,,,,,,,,,,,,,47.251157941017546,31.08249807177602,105.9157869136546,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,471.0,3.0,116.0,17064.0,0.1,74.00899999999999,0.0,0.0,3182.481820344925,,,,,,,,,,,,,,,,,,,,,30.064913043672806,22.55032777493016,70.66272487395698,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,610.0,4.0,139.0,17203.0,0.1,76.9059999999998,0.0,0.0,3194.759941101074,,,,,,,,,,,,,,,,,,,,,26.512669858291755,21.97503043836459,73.36740032294303,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,725.0,5.0,115.0,17318.0,0.1,59.109000000000016,0.0,0.0,3205.104662179947,,,,,,,,,,,,,,,,,,,,,21.8189002636069,16.823031061136707,56.713196148786665,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,1148.0,6.0,423.0,17741.0,0.1,245.41199999999967,0.0,0.0,3241.8917496204376,,,,,,,,,,,,,,,,,,,,,106.34989906248663,59.56790042862167,200.82744676264682,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,1248.0,7.0,100.0,17841.0,0.1,73.107,0.0,0.0,3250.5267901420593,,,,,,,,,,,,,,,,,,,,,29.189396251831525,22.151993302422255,70.32864734085125,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,1760.0,8.0,512.0,18353.0,0.1,349.9089999999999,0.0,0.0,3294.694215774536,,,,,,,,,,,,,,,,,,,,,145.30401696649366,78.20850671305013,276.06519764324423,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,2310.0,9.0,550.0,18903.0,0.1,367.80600000000004,0.0,0.0,3341.851197242737,,,,,,,,,,,,,,,,,,,,,148.37481100637592,82.68890731239951,286.7731134001801,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,2373.0,10.0,63.0,18966.0,0.1,31.30800000000003,0.0,0.0,3347.837247133255,,,,,,,,,,,,,,,,,,,,,10.464112403128828,9.931438563644928,30.710150509471312,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,3186.0,11.0,813.0,19779.0,0.1,489.5060000000019,0.0,0.0,3417.506264448166,,,,,,,,,,,,,,,,,,,,,184.14972346151174,100.18614557573159,340.4728801131374,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,3643.0,12.0,457.0,20236.0,0.1,278.6099999999997,0.0,0.0,3456.66175866127,,,,,,,,,,,,,,,,,,,,,112.43403621982327,64.06142791755114,227.68278333142013,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,3741.0,13.0,98.0,20334.0,0.1,51.407,0.0,0.0,3465.3882591724396,,,,,,,,,,,,,,,,,,,,,20.39389409968366,16.261798051711196,49.50736359806355,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,3779.0,14.0,38.0,20372.0,0.1,21.30600000000002,0.0,0.0,3469.304466485977,,,,,,,,,,,,,,,,,,,,,6.973296840985356,7.267477676105762,21.083159956796194,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,4050.0,15.0,271.0,20643.0,0.1,178.2219999999999,0.0,0.0,3492.7713725566864,,,,,,,,,,,,,,,,,,,,,72.30591391310557,44.03072284081003,158.94482804080212,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,4320.0,16.0,270.0,20913.0,0.1,189.90599999999992,0.0,0.0,3516.2224349975586,,,,,,,,,,,,,,,,,,,,,79.42395123770079,49.273701706140045,168.79896229144146,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,4386.0,17.0,66.0,20979.0,0.1,46.10799999999999,0.0,0.0,3522.261641025543,,,,,,,,,,,,,,,,,,,,,18.467962197607996,15.037074571182137,44.97902757107245,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,5144.0,18.0,758.0,21737.0,0.1,460.9070000000005,0.0,0.0,3587.531386613846,,,,,,,,,,,,,,,,,,,,,171.25451951502944,90.43249627751528,331.7592609702871,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,5251.0,19.0,107.0,21844.0,0.1,69.20600000000002,0.0,0.0,3597.146010160446,,,,,,,,,,,,,,,,,,,,,27.3951758149796,19.741800977527674,66.40746470975199,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,5551.0,20.0,300.0,22144.0,0.1,182.51999999999998,0.0,0.0,3623.1163296699524,,,,,,,,,,,,,,,,,,,,,81.20532948789223,50.90737148462165,158.47519306456851,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,220.0,1.0,220.0,22364.0,0.1,158.10499999999982,0.0,0.0,4123.137280702591,,,,,,,,,,,,,,,,,,,,,59.56641462271862,44.485190658988394,145.29082514246193,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,603.0,2.0,383.0,22747.0,0.1,287.90699999999987,0.0,0.0,4156.285106420517,,,,,,,,,,,,,,,,,,,,,124.28005029136757,71.9694710706209,240.78907810553935,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,937.0,3.0,334.0,23081.0,0.1,219.50699999999992,0.0,0.0,4185.054116725922,,,,,,,,,,,,,,,,,,,,,94.97262778326068,57.17264476932015,188.16227871554344,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,1755.0,4.0,818.0,23899.0,0.1,515.5180000000012,0.0,0.0,4255.351359844208,,,,,,,,,,,,,,,,,,,,,204.32796939934795,97.73087570244829,349.075523001814,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,0.0,2063.0,5.0,308.0,24207.0,0.1,187.41099999999972,0.0,0.0,4281.8423273563385,,,,,,,,,,,,,,,,,,,,,71.83952439437435,54.59664602452582,165.6154918547505,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,0.0,2235.0,6.0,172.0,24379.0,0.1,106.41300000000001,0.0,0.0,4297.135648488998,,,,,,,,,,,,,,,,,,,,,46.133195614054834,32.469022832806296,98.67534236376781,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,0.0,2341.0,7.0,106.0,24485.0,0.1,66.00899999999996,0.0,0.0,4306.712275028229,,,,,,,,,,,,,,,,,,,,,26.075986478250385,21.02490055518188,63.37162531230475,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,0.0,2472.0,8.0,131.0,24616.0,0.1,92.70600000000002,0.0,0.0,4318.361220121384,,,,,,,,,,,,,,,,,,,,,41.22067080415998,25.969675779800035,87.48096657684219,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,2604.0,9.0,132.0,24748.0,0.1,75.106,0.0,0.0,4329.998262882233,,,,,,,,,,,,,,,,,,,,,31.323645414974578,20.39313123400881,71.11343456091062,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,0.0,3454.0,10.0,850.0,25598.0,0.1,607.2000000000008,0.0,0.0,4402.937219619751,,,,,,,,,,,,,,,,,,,,,233.17759523451355,119.4290215658908,409.81827077394075,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,3949.0,11.0,495.0,26093.0,0.1,337.10699999999986,0.0,0.0,4445.405341386795,,,,,,,,,,,,,,,,,,,,,138.20166379100007,74.1066040940534,269.23537794396515,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
